Date,temperature_2m_max,temperature_2m_min,dbt,wbt,relative_humidity_2m_mean,wind_speed_10m_max,cloud_cover_mean,shortwave_radiation_sum,surface_pressure_mean,et0_fao_evapotranspiration,precipitation_sum,vapour_pressure_deficit_max,sunshine_duration
1994-12-07,26.7,14.9,20.7,16.2,67,9.2,0,16.47,1013.2,3.44,0.0,2.1,36000.0
1994-12-08,27.0,14.7,20.9,16.4,67,8.4,0,16.31,1012.4,3.3,0.0,2.08,36000.0
1994-12-09,28.0,15.0,21.5,16.8,67,10.4,0,16.4,1012.2,3.56,0.0,2.3,36000.0
1994-12-10,29.3,14.9,21.8,16.8,65,9.8,0,16.38,1011.1,3.64,0.0,2.67,36000.0
1994-12-11,29.1,16.1,22.3,17.4,65,8.8,4,15.87,1010.5,3.41,0.0,2.52,36000.0
1994-12-12,25.6,16.6,21.1,15.0,55,14.3,29,14.9,1014.0,3.73,0.0,2.12,36000.0
1994-12-13,24.0,13.0,17.9,11.6,50,13.1,0,16.81,1015.3,3.83,0.0,2.09,36000.0
1994-12-14,23.8,10.2,16.9,11.4,56,10.3,0,17.0,1015.2,3.56,0.0,2.05,36000.0
1994-12-15,24.8,11.1,17.8,13.0,63,9.8,0,16.54,1015.0,3.41,0.0,2.0,36000.0
1994-12-16,25.2,11.6,18.2,13.5,65,9.4,0,16.51,1015.2,3.31,0.0,2.06,36000.0
1994-12-17,25.6,12.5,18.7,13.9,64,9.7,1,16.5,1016.0,3.42,0.0,2.15,36000.0
1994-12-18,25.8,12.7,18.9,13.9,62,9.7,0,16.46,1017.2,3.55,0.0,2.22,36000.0
1994-12-19,26.0,12.5,18.8,13.5,60,11.8,0,16.45,1018.6,3.63,0.0,2.24,36000.0
1994-12-20,25.2,11.7,18.2,12.5,56,9.9,0,16.72,1019.0,3.65,0.0,2.21,36000.0
1994-12-21,25.1,11.6,18.1,13.0,60,10.1,0,16.52,1018.5,3.51,0.0,2.08,36137.25
1994-12-22,25.3,12.4,18.4,13.3,61,10.8,0,16.53,1017.8,3.55,0.0,2.09,36122.19
1994-12-23,25.2,12.5,18.5,13.9,64,12.0,3,16.25,1017.0,3.48,0.0,1.98,36106.49
1994-12-24,25.6,13.2,18.9,14.0,63,10.9,1,15.93,1016.3,3.49,0.0,2.11,36090.19
1994-12-25,26.1,12.8,19.2,14.2,63,11.6,55,16.24,1016.0,3.57,0.0,2.11,36000.0
1994-12-26,26.3,12.6,19.2,13.9,60,10.7,77,15.85,1015.6,3.52,0.0,2.37,34895.24
1994-12-27,26.8,13.1,19.7,14.7,63,10.8,92,15.78,1015.2,3.46,0.0,2.21,36000.0
1994-12-28,26.5,14.7,20.2,15.6,66,9.1,91,15.42,1015.2,3.23,0.0,2.13,36000.0
1994-12-29,26.6,13.9,20.0,15.2,65,9.4,90,15.28,1014.8,3.2,0.0,2.23,35645.43
1994-12-30,26.4,12.5,19.8,14.6,61,9.7,17,16.57,1014.4,3.45,0.0,2.36,36536.48
1994-12-31,26.1,12.6,19.6,14.6,63,7.8,6,15.76,1013.7,3.13,0.0,2.16,36517.23
1995-01-01,24.1,14.9,18.8,14.1,63,13.5,10,15.91,1014.8,3.26,0.0,1.77,36497.77
1995-01-02,23.5,11.0,17.1,11.7,57,9.8,0,16.82,1014.5,3.45,0.0,2.01,36754.52
1995-01-03,24.0,9.9,16.7,11.4,59,9.6,1,17.01,1014.9,3.4,0.0,2.09,37010.78
1995-01-04,24.6,10.8,17.3,11.8,58,10.1,15,17.14,1015.7,3.58,0.0,2.22,36990.61
1995-01-05,25.9,11.4,18.3,13.2,62,10.9,10,16.92,1016.9,3.55,0.0,2.21,36970.29
1995-01-06,25.2,13.1,19.2,14.2,62,9.8,81,12.54,1017.6,2.93,0.0,2.01,27065.17
1995-01-07,27.2,16.3,21.0,15.3,57,10.2,67,14.95,1017.7,3.56,0.0,2.29,36927.99
1995-01-08,27.6,16.2,21.0,15.7,60,12.1,64,10.9,1015.2,2.93,0.0,2.3,20122.33
1995-01-09,21.8,16.6,19.1,15.5,71,17.7,69,7.01,1015.9,2.08,0.6,0.98,19638.42
1995-01-10,24.5,16.1,19.5,16.3,75,9.9,41,11.49,1015.0,2.41,1.9,1.52,34283.8
1995-01-11,25.0,14.6,19.4,15.6,71,12.4,27,15.25,1014.8,3.17,0.0,1.69,36837.56
1995-01-12,22.1,16.1,18.6,15.1,72,10.8,87,6.16,1014.8,1.71,3.2,1.24,3279.66
1995-01-13,23.2,14.0,17.9,13.6,65,12.1,22,16.54,1014.5,3.4,0.0,1.63,38158.02
1995-01-14,22.2,10.7,16.3,12.0,65,12.6,0,17.64,1016.3,3.36,0.0,1.56,38292.55
1995-01-15,23.8,10.6,17.1,12.8,66,11.3,0,17.8,1016.5,3.43,0.0,1.72,38335.92
1995-01-16,25.7,11.5,18.4,14.4,70,9.7,1,17.54,1016.1,3.37,0.0,1.94,38379.38
1995-01-17,25.6,14.3,19.6,15.5,69,12.3,83,12.85,1016.9,3.02,0.0,1.8,30534.79
1995-01-18,23.8,15.5,19.0,14.6,65,12.7,50,12.56,1017.3,2.99,0.0,1.75,27666.24
1995-01-19,24.2,13.2,18.1,13.2,62,12.9,0,18.17,1016.2,3.68,0.0,1.9,38509.47
1995-01-20,24.2,10.9,17.8,13.4,66,9.2,0,17.97,1013.0,3.42,0.0,1.76,38552.45
1995-01-21,25.4,12.1,18.7,13.9,64,10.0,0,18.07,1012.3,3.61,0.0,2.1,38595.09
1995-01-22,24.5,12.1,18.3,12.7,58,10.2,0,18.6,1013.8,3.82,0.0,2.2,38637.31
1995-01-23,24.9,10.6,18.1,12.6,58,8.6,4,18.45,1015.0,3.67,0.0,2.17,38679.03
1995-01-24,23.9,12.5,17.8,12.6,59,9.0,12,18.05,1015.2,3.61,0.0,1.88,38720.17
1995-01-25,24.0,10.4,17.0,11.3,56,12.3,0,18.85,1016.3,3.89,0.0,2.17,38760.72
1995-01-26,24.4,9.8,17.1,11.7,59,13.7,12,18.98,1016.3,4.0,0.0,2.21,38801.2
1995-01-27,25.7,10.9,18.1,12.2,56,15.4,0,19.05,1016.1,4.26,0.0,2.41,38841.67
1995-01-28,26.3,10.6,18.1,12.1,56,13.1,0,19.29,1015.6,4.27,0.0,2.62,38882.07
1995-01-29,26.5,10.3,18.9,13.1,57,11.5,4,19.08,1015.0,4.0,0.0,2.39,38922.38
1995-01-30,26.8,11.8,19.8,13.7,55,10.8,0,19.01,1015.6,4.17,0.0,2.52,38962.56
1995-01-31,26.3,11.9,19.3,13.5,57,9.4,69,17.95,1016.3,3.83,0.0,2.43,39002.56
1995-02-01,26.4,11.7,19.3,12.9,53,9.7,27,19.39,1016.3,4.23,0.0,2.46,39042.35
1995-02-02,25.8,12.5,19.5,13.5,56,7.9,58,14.86,1015.8,3.15,0.0,2.32,36387.55
1995-02-03,27.3,12.2,19.7,14.4,62,8.4,28,18.35,1015.5,3.6,0.0,2.59,39121.17
1995-02-04,27.7,13.9,20.9,16.7,71,9.7,33,18.16,1015.6,3.66,0.0,2.26,39160.13
1995-02-05,25.8,16.6,20.8,17.2,73,7.6,54,11.31,1016.1,2.44,0.2,1.65,35311.28
1995-02-06,26.4,16.8,21.1,17.0,69,10.1,26,15.63,1016.6,3.29,0.2,1.81,39236.95
1995-02-07,26.7,13.0,20.2,14.5,59,9.6,1,19.93,1016.4,4.21,0.0,2.51,39274.76
1995-02-08,27.4,12.1,20.4,14.6,58,8.6,0,19.84,1012.8,4.01,0.0,2.59,39312.11
1995-02-09,29.0,16.2,22.2,17.1,65,11.9,16,18.89,1011.0,4.26,0.0,2.74,39348.98
1995-02-10,29.5,15.0,22.6,16.7,59,6.5,4,19.18,1010.5,3.92,0.0,2.85,39385.34
1995-02-11,30.0,17.5,23.6,18.2,63,9.4,14,16.97,1010.6,3.69,0.0,2.78,39421.15
1995-02-12,30.5,18.1,23.7,18.7,66,9.0,12,19.21,1010.9,4.02,0.0,2.79,39456.4
1995-02-13,32.5,18.9,25.0,20.8,73,11.2,7,19.15,1010.3,4.34,0.0,2.99,39491.03
1995-02-14,33.2,19.7,26.1,20.8,66,8.7,6,19.72,1009.9,4.29,0.0,3.4,39525.06
1995-02-15,31.7,19.6,25.5,20.8,68,13.4,19,19.44,1008.3,4.43,0.0,2.9,39558.56
1995-02-16,26.2,18.5,22.0,18.0,70,9.7,50,13.71,1009.9,2.96,2.4,2.05,29539.7
1995-02-17,27.5,15.2,21.5,15.9,61,8.4,1,20.36,1011.5,4.03,0.0,2.66,39600.0
1995-02-18,28.5,17.0,21.8,19.3,82,15.9,47,16.12,1009.9,3.34,16.7,1.91,36807.28
1995-02-19,27.4,18.8,22.4,19.2,77,8.6,40,16.46,1010.0,3.32,0.0,1.92,33171.7
1995-02-20,27.5,16.6,22.2,18.6,74,7.3,31,17.31,1010.6,3.56,0.0,1.98,39600.0
1995-02-21,28.5,17.8,22.9,19.9,79,9.0,40,17.4,1010.3,3.46,0.3,1.95,33654.2
1995-02-22,26.9,19.0,22.3,20.6,87,7.6,42,14.96,1009.7,2.9,7.2,1.29,35068.27
1995-02-23,29.4,20.2,23.5,21.2,84,25.0,44,15.52,1008.8,3.43,13.1,1.74,38169.79
1995-02-24,25.9,17.7,21.3,18.1,77,14.8,38,19.86,1010.5,3.82,3.8,1.78,37102.45
1995-02-25,25.1,14.7,19.6,14.8,64,10.7,1,22.25,1012.0,4.31,0.0,2.0,39626.98
1995-02-26,26.7,16.1,21.4,17.1,69,8.4,9,20.44,1011.1,3.96,0.0,1.9,39601.95
1995-02-27,25.7,18.0,21.5,19.0,81,10.5,65,10.67,1010.4,2.39,4.5,1.49,21447.56
1995-02-28,26.6,18.6,22.1,20.0,84,12.1,65,13.17,1009.4,2.69,1.1,1.32,30098.54
1995-03-01,29.9,18.3,23.8,20.2,75,10.8,17,19.93,1010.1,4.14,0.0,2.28,39600.0
1995-03-02,29.8,17.1,23.4,18.3,65,10.0,0,22.41,1011.6,4.72,0.0,2.79,39751.22
1995-03-03,30.6,17.5,24.1,18.9,64,8.2,0,22.14,1010.8,4.69,0.0,2.79,39976.43
1995-03-04,30.5,19.0,24.5,19.4,66,8.6,1,21.68,1010.4,4.72,0.0,2.79,39949.97
1995-03-05,30.9,17.1,24.4,18.4,61,8.5,7,22.54,1010.3,4.8,0.0,3.07,40174.44
1995-03-06,31.3,19.5,25.3,19.5,62,7.8,22,21.51,1010.4,4.77,0.0,3.13,40147.82
1995-03-07,29.8,21.0,24.2,21.0,77,16.4,46,14.88,1012.4,3.22,5.6,1.77,37631.24
1995-03-08,29.8,19.0,24.3,19.4,67,12.7,9,21.69,1012.6,4.64,0.0,2.42,40344.04
1995-03-09,30.8,19.8,25.0,19.7,63,11.9,21,21.02,1011.4,4.91,0.0,2.57,40316.2
1995-03-10,30.3,19.0,24.5,18.8,60,12.8,25,21.2,1012.3,4.93,0.0,2.69,40288.02
1995-03-11,29.2,18.9,24.1,18.9,63,17.6,58,20.47,1012.5,4.45,0.0,2.5,40259.53
1995-03-12,30.6,19.6,25.0,20.1,67,10.9,20,19.18,1011.4,4.32,0.0,2.52,40730.26
1995-03-13,30.9,17.8,24.5,17.1,51,9.0,30,23.53,1010.9,5.21,0.0,3.31,40950.68
1995-03-14,32.1,17.1,24.7,17.4,54,9.2,37,23.69,1011.3,5.23,0.0,3.7,39923.33
1995-03-15,32.8,19.5,26.2,18.8,55,8.7,32,23.89,1012.5,5.34,0.0,3.86,41390.56
1995-03-16,33.7,19.8,26.8,20.2,59,11.1,31,23.68,1010.5,5.59,0.0,3.76,41610.19
1995-03-17,33.0,22.1,27.5,21.0,57,12.0,49,22.18,1010.6,5.27,0.0,3.2,41829.72
1995-03-18,34.5,21.0,27.9,20.4,53,8.4,81,22.41,1011.5,5.41,0.0,3.93,40803.34
1995-03-19,35.3,21.3,28.4,20.9,54,8.4,67,23.81,1012.0,5.72,0.0,4.19,41770.5
1995-03-20,36.1,21.8,29.1,21.2,54,11.4,63,24.05,1009.8,6.06,0.0,4.59,42239.37
1995-03-21,36.4,23.4,29.8,22.2,55,12.4,59,22.84,1008.9,5.75,0.0,4.52,42350.0
1995-03-22,36.6,23.8,30.1,21.8,51,10.2,12,24.4,1007.4,6.15,0.0,4.7,42407.43
1995-03-23,37.1,22.5,29.7,21.4,51,12.3,14,24.73,1006.0,6.25,0.0,4.87,42464.57
1995-03-24,37.8,22.8,30.1,22.7,58,13.0,4,24.59,1004.8,6.45,0.0,4.99,42521.35
1995-03-25,37.9,24.6,30.6,23.5,59,15.5,17,22.45,1004.9,6.46,0.0,4.94,42577.66
1995-03-26,36.1,24.8,29.6,22.6,58,17.9,49,23.01,1005.7,6.62,0.0,4.39,41469.52
1995-03-27,32.8,23.7,27.3,22.2,66,11.4,57,18.3,1005.7,4.34,2.3,2.84,41046.06
1995-03-28,32.7,21.5,27.4,21.2,60,11.9,11,21.7,1004.7,5.17,0.0,3.23,42745.37
1995-03-29,35.9,24.3,29.6,23.4,64,16.6,10,22.74,1003.8,5.96,0.0,4.31,42801.92
1995-03-30,36.6,25.7,29.7,24.4,67,15.4,27,21.75,1003.4,5.81,2.3,4.05,42858.75
1995-03-31,36.3,26.1,30.5,24.1,62,16.8,17,22.18,1004.4,5.63,0.0,4.26,42915.79
1995-04-01,35.4,25.5,29.5,24.8,70,10.5,29,21.19,1006.0,5.14,1.0,3.49,42158.05
1995-04-02,35.3,25.4,29.7,24.6,70,10.4,25,22.61,1007.5,5.14,1.0,3.72,42631.26
1995-04-03,36.2,24.8,29.8,22.6,59,10.1,27,23.36,1008.7,5.52,0.0,4.81,42855.26
1995-04-04,35.2,22.9,28.8,22.4,60,9.1,31,21.91,1008.3,5.24,2.2,3.91,43144.44
1995-04-05,34.9,23.6,28.0,23.2,70,12.5,40,22.47,1008.3,5.33,6.1,3.61,39169.44
1995-04-06,36.8,23.3,29.4,23.5,66,19.5,8,25.16,1007.7,6.38,0.0,4.81,43200.0
1995-04-07,37.5,25.0,30.1,24.5,66,22.9,9,24.73,1002.9,6.68,1.2,4.48,43200.0
1995-04-08,39.0,25.5,31.3,24.1,60,15.5,2,25.88,1000.8,6.87,0.0,5.56,43200.0
1995-04-09,37.0,25.6,30.7,26.1,72,19.1,9,24.17,1004.4,6.28,0.2,3.69,43200.0
1995-04-10,36.6,27.3,30.8,26.2,71,15.1,42,23.32,1009.0,5.99,0.4,3.45,42583.0
1995-04-11,35.5,26.2,30.4,25.6,69,7.6,27,22.25,1008.7,5.14,0.9,2.96,43200.0
1995-04-12,37.9,26.0,31.1,24.6,61,17.0,28,22.93,1006.3,6.13,2.2,4.66,43200.0
1995-04-13,37.1,25.9,31.4,23.1,52,15.7,16,23.08,1004.0,6.68,0.1,4.63,43200.0
1995-04-14,38.3,26.4,31.4,24.3,59,16.6,13,24.7,1005.1,6.81,0.0,5.11,43200.0
1995-04-15,36.9,23.8,29.5,24.8,71,21.2,28,22.78,1006.2,6.04,9.3,3.96,39600.0
1995-04-16,38.1,25.1,30.8,24.5,64,16.8,55,24.41,1005.6,6.25,1.1,5.04,41881.54
1995-04-17,39.0,25.6,31.5,25.1,64,15.7,8,25.4,1005.5,6.72,0.0,5.3,43200.0
1995-04-18,39.1,26.3,31.9,25.3,63,13.0,22,25.28,1006.0,6.43,0.0,5.15,43200.0
1995-04-19,39.9,26.0,32.2,25.1,61,14.8,13,25.51,1004.8,6.73,0.0,5.8,43200.0
1995-04-20,39.5,26.6,32.2,23.7,51,20.0,28,24.83,1004.1,7.41,1.9,5.39,41017.1
1995-04-21,35.4,25.1,30.2,22.0,50,14.5,42,24.68,1005.1,6.44,0.0,3.94,43200.0
1995-04-22,37.6,26.0,31.8,23.9,54,14.8,38,22.86,1005.4,6.38,0.0,4.69,43200.0
1995-04-23,39.0,26.8,32.5,25.0,59,14.8,28,24.35,1004.5,6.95,0.0,5.38,43200.0
1995-04-24,39.8,27.2,32.6,25.6,61,16.6,66,24.65,1002.6,7.01,0.7,5.66,43200.0
1995-04-25,39.4,27.6,32.5,26.2,63,16.3,15,25.41,1003.2,6.99,2.1,4.83,43200.0
1995-04-26,39.3,27.4,32.2,26.6,66,19.5,23,25.8,1002.9,7.31,1.3,4.57,40743.97
1995-04-27,37.4,27.3,31.5,26.6,69,24.3,30,25.62,1004.0,7.1,0.0,3.51,43200.0
1995-04-28,38.1,27.4,31.9,26.7,68,19.1,8,25.82,1004.4,7.15,0.0,3.7,43200.0
1995-04-29,40.2,27.7,32.6,26.5,64,22.0,10,25.34,1003.6,7.29,0.1,5.25,43200.0
1995-04-30,41.3,27.6,33.6,25.6,57,17.9,17,25.94,1001.4,7.44,0.0,6.2,43200.0
1995-05-01,39.8,29.2,33.1,27.1,64,19.1,32,23.66,1001.0,6.85,1.0,4.95,41442.71
1995-05-02,39.1,28.1,32.9,27.1,65,17.3,20,25.56,1002.9,7.14,1.4,4.35,43333.3
1995-05-03,38.6,28.3,32.6,26.5,63,17.0,13,25.3,1003.5,7.13,0.4,4.31,43322.26
1995-05-04,38.1,28.4,32.6,26.7,64,15.6,38,24.3,1002.5,6.77,0.2,3.91,43200.0
1995-05-05,38.0,28.6,32.5,26.1,62,17.1,39,24.89,1001.6,6.84,0.3,4.41,43299.96
1995-05-06,38.3,28.8,32.2,26.2,63,21.6,61,25.82,1003.2,7.64,1.0,4.16,43200.0
1995-05-07,36.4,28.3,31.6,26.3,67,21.8,79,23.56,1005.3,6.75,0.0,3.31,42604.12
1995-05-08,36.1,27.9,31.4,26.1,67,17.8,95,19.64,1005.5,5.74,0.0,3.35,40665.49
1995-05-09,34.0,27.7,30.5,25.9,70,10.8,99,14.13,1003.8,3.92,0.0,2.58,25000.71
1995-05-10,30.1,24.9,27.8,24.9,80,12.6,100,4.88,1003.8,1.54,6.8,1.5,0.0
1995-05-11,30.7,24.4,26.8,24.6,85,14.0,99,10.14,1003.4,2.42,6.5,1.38,7117.25
1995-05-12,30.1,25.4,26.5,25.4,92,15.6,99,8.87,1001.6,1.98,24.9,1.09,13915.53
1995-05-13,27.3,25.2,26.1,25.3,94,13.7,100,5.18,998.7,1.23,30.9,0.38,0.0
1995-05-14,29.2,25.5,26.9,25.4,90,18.0,100,8.64,995.2,2.12,8.7,0.83,8065.78
1995-05-15,29.9,25.7,27.4,25.7,88,27.3,100,9.95,990.5,2.52,9.2,0.88,13779.35
1995-05-16,26.6,25.9,26.2,25.4,94,29.4,100,1.57,987.8,0.82,78.3,0.3,0.0
1995-05-17,31.9,25.6,28.2,26.1,86,20.6,100,11.52,995.1,2.79,7.3,1.37,10461.34
1995-05-18,36.0,26.8,30.5,25.6,68,12.7,68,24.28,997.2,6.12,0.0,3.13,43249.02
1995-05-19,34.7,24.6,29.4,24.8,69,16.6,38,26.95,1001.4,6.54,0.0,2.7,44060.81
1995-05-20,34.0,27.1,29.9,27.0,80,18.2,32,23.61,1002.9,5.47,0.0,1.86,43918.31
1995-05-21,34.9,27.0,30.5,27.5,80,16.5,15,26.02,1001.3,5.98,0.0,2.13,43907.57
1995-05-22,35.5,26.5,30.4,27.5,81,18.5,3,26.98,1001.0,6.17,0.0,2.39,43896.9
1995-05-23,34.5,27.2,30.3,27.4,81,17.9,13,25.78,1002.6,5.88,0.0,1.98,43886.31
1995-05-24,34.7,27.4,30.4,27.5,81,18.8,11,23.98,1003.4,5.61,0.0,1.95,43875.8
1995-05-25,34.8,27.8,30.7,27.5,79,18.8,9,25.2,1003.6,6.01,0.0,2.09,44132.72
1995-05-26,36.6,27.8,31.6,27.9,76,17.7,4,26.76,1002.8,6.56,0.0,2.69,44198.89
1995-05-27,37.0,28.3,31.9,27.9,74,15.9,9,26.68,1001.7,6.63,0.0,2.95,44451.0
1995-05-28,36.7,27.9,31.6,28.1,77,17.7,5,26.79,1001.0,6.48,0.0,2.65,44167.49
1995-05-29,35.9,28.3,31.2,27.8,78,18.0,26,24.66,1000.9,6.01,0.0,2.49,44152.58
1995-05-30,35.0,27.9,30.7,27.1,77,18.8,67,22.12,1001.2,5.63,0.0,2.47,43811.41
1995-05-31,34.2,27.9,30.5,27.0,77,18.1,68,19.19,1001.5,5.05,0.0,2.22,42190.12
1995-06-01,34.4,27.9,30.6,27.1,77,17.7,78,18.93,1000.8,4.98,0.0,2.29,42660.12
1995-06-02,33.9,28.2,30.5,27.1,77,19.8,94,16.41,999.5,4.6,0.0,2.06,40970.39
1995-06-03,33.1,28.6,30.2,27.2,79,23.4,97,11.84,999.1,3.71,0.7,1.77,13104.86
1995-06-04,33.1,28.3,30.2,27.2,79,22.5,99,14.74,998.8,4.13,4.0,1.75,30765.51
1995-06-05,32.5,28.7,30.2,27.5,82,25.0,99,11.15,997.3,3.33,1.1,1.39,10724.22
1995-06-06,33.6,28.5,30.6,27.8,81,18.0,98,12.7,996.3,3.39,0.6,1.77,24827.45
1995-06-07,32.9,27.7,29.8,28.0,87,13.8,100,12.63,996.0,2.96,16.1,1.35,22506.8
1995-06-08,34.2,28.1,30.4,28.3,86,13.0,99,16.77,995.0,3.76,10.1,1.89,33712.43
1995-06-09,31.1,26.6,28.5,26.9,89,11.7,100,8.63,994.5,2.01,10.1,1.09,1530.94
1995-06-10,32.1,26.2,28.5,26.6,86,11.3,100,9.15,993.5,2.27,19.6,1.32,368.9
1995-06-11,32.9,26.9,29.1,27.1,86,13.7,100,9.62,993.7,2.34,20.5,1.67,3616.0
1995-06-12,32.2,26.6,28.8,26.7,86,21.7,100,6.94,995.7,2.12,1.4,1.25,947.3
1995-06-13,31.4,28.3,29.6,27.3,84,27.0,97,12.98,998.6,3.5,0.0,1.31,34355.4
1995-06-14,33.2,27.8,29.8,26.8,79,26.1,100,22.01,1000.3,5.37,0.0,1.84,43645.85
1995-06-15,33.3,28.0,30.1,27.1,79,25.9,97,22.02,1000.3,5.45,0.0,1.85,43108.06
1995-06-16,32.7,28.5,30.0,27.4,82,28.0,100,17.01,999.0,4.36,1.0,1.4,40530.09
1995-06-17,32.1,28.3,29.7,27.6,85,27.3,100,12.76,998.0,3.3,2.6,1.22,18651.26
1995-06-18,31.1,28.3,29.1,27.3,87,17.5,99,11.16,999.1,2.74,10.2,1.0,10260.06
1995-06-19,33.8,27.9,29.9,27.7,84,19.2,99,18.29,999.3,4.22,4.8,1.77,34113.25
1995-06-20,29.8,27.3,28.3,27.0,90,13.9,99,9.15,1000.6,2.07,16.1,0.77,2412.25
1995-06-21,32.7,26.0,28.6,26.4,85,11.4,69,19.48,1000.6,4.23,3.9,1.67,43200.0
1995-06-22,30.6,26.3,27.7,26.0,87,13.8,93,12.54,998.7,2.81,4.2,0.99,22608.19
1995-06-23,29.8,26.0,27.9,25.8,85,19.2,89,12.53,997.6,2.98,6.4,1.07,27423.9
1995-06-24,32.4,26.5,28.6,26.4,84,15.9,74,20.38,998.3,4.44,5.6,1.52,43590.32
1995-06-25,30.5,26.3,27.6,26.4,92,12.9,76,10.93,998.9,2.37,32.1,1.05,20126.45
1995-06-26,30.6,25.4,27.2,26.0,91,12.6,81,12.86,999.1,2.71,29.1,0.94,29012.44
1995-06-27,31.6,25.6,28.4,26.3,85,14.4,74,18.91,998.7,4.08,8.7,1.21,43353.16
1995-06-28,31.1,26.4,28.5,26.4,86,14.5,98,17.04,997.3,3.76,1.5,1.12,40926.62
1995-06-29,31.5,26.7,28.5,26.6,87,13.6,98,16.15,996.3,3.51,4.8,1.21,39738.67
1995-06-30,31.2,26.6,28.3,26.6,88,12.9,99,13.71,994.8,3.02,9.1,1.11,21825.03
1995-07-01,31.1,26.7,28.1,26.7,90,14.8,100,9.45,992.4,2.21,13.3,1.05,4900.8
1995-07-02,31.6,26.3,28.0,26.6,90,11.2,100,11.57,992.9,2.58,17.2,1.21,14498.27
1995-07-03,30.5,25.5,27.4,26.2,91,14.2,100,6.55,996.1,1.66,35.9,1.05,3212.25
1995-07-04,31.7,26.8,29.4,27.1,84,17.6,100,12.27,997.7,3.09,3.3,1.2,12420.74
1995-07-05,31.1,27.5,29.3,27.5,87,18.4,100,9.63,997.8,2.52,17.1,0.97,503.39
1995-07-06,31.3,27.6,28.9,27.0,86,20.2,100,13.54,998.7,3.2,9.7,1.05,23803.35
1995-07-07,31.9,26.9,28.8,26.7,85,17.1,96,19.51,999.6,4.3,5.8,1.11,42323.4
1995-07-08,32.9,26.7,29.1,26.8,84,13.4,96,20.3,999.8,4.45,2.3,1.58,43021.94
1995-07-09,32.3,27.0,28.9,26.7,85,15.5,96,18.75,998.8,4.11,7.6,1.46,33069.79
1995-07-10,30.9,26.6,27.7,26.1,88,17.0,100,15.23,998.0,3.24,7.1,1.25,29984.09
1995-07-11,29.9,25.7,27.5,25.6,86,14.6,96,13.48,998.9,3.0,8.9,1.0,21897.41
1995-07-12,30.7,26.0,27.8,25.8,86,10.2,98,12.85,998.6,2.84,9.8,1.25,30992.83
1995-07-13,31.7,26.0,28.0,26.2,87,10.9,99,14.52,997.7,3.15,7.8,1.42,25586.69
1995-07-14,30.4,25.8,27.4,25.8,88,13.2,94,12.5,997.6,2.78,7.1,1.13,25258.99
1995-07-15,30.4,25.9,27.7,26.0,88,14.0,99,14.73,996.3,3.17,11.9,1.15,34678.79
1995-07-16,30.5,25.5,27.6,25.9,87,13.7,100,11.31,994.5,2.62,8.3,1.07,18795.36
1995-07-17,30.3,25.8,27.2,25.8,90,9.8,100,7.75,994.3,1.8,21.8,1.06,4395.11
1995-07-18,29.2,25.5,26.7,25.6,92,11.8,100,8.76,995.4,1.93,34.1,0.84,9650.46
1995-07-19,28.3,25.1,26.3,25.3,93,13.3,100,6.81,997.1,1.56,9.9,0.59,0.0
1995-07-20,28.5,25.1,26.4,25.1,90,14.8,98,10.36,997.8,2.28,9.3,0.77,16550.24
1995-07-21,29.3,24.9,26.4,25.2,91,13.7,98,10.41,997.4,2.28,10.0,0.79,11976.61
1995-07-22,29.1,25.2,26.7,25.2,89,17.9,91,9.42,996.2,2.19,7.2,0.77,18225.17
1995-07-23,30.1,25.5,27.6,25.5,85,23.5,74,16.27,999.3,3.65,3.6,1.03,41358.12
1995-07-24,31.0,25.3,28.2,26.0,84,17.3,59,20.0,1002.5,4.36,1.8,1.14,43609.18
1995-07-25,32.0,26.2,29.0,26.3,81,15.3,77,19.44,1001.1,4.43,1.5,1.56,43828.03
1995-07-26,33.4,26.6,29.5,26.9,83,10.5,93,20.21,998.7,4.44,6.3,1.73,33113.46
1995-07-27,32.2,26.2,27.7,26.2,89,10.8,100,14.37,1000.1,3.05,22.0,1.5,22949.2
1995-07-28,30.3,25.3,27.3,25.5,87,9.2,97,11.49,1000.7,2.59,17.1,1.16,24004.04
1995-07-29,31.6,25.6,28.2,26.1,85,13.7,81,18.19,999.4,3.96,3.4,1.4,37111.71
1995-07-30,32.2,26.7,29.0,26.7,84,15.5,100,16.62,998.0,3.81,2.5,1.45,27890.17
1995-07-31,29.5,25.8,27.1,26.0,91,10.2,98,9.19,998.7,2.04,38.2,0.84,10341.6
1995-08-01,31.4,25.4,27.6,26.0,88,8.3,99,11.55,998.1,2.56,23.2,1.32,18106.33
1995-08-02,30.6,25.6,27.6,25.8,87,11.3,97,13.7,996.0,2.93,8.6,1.25,33282.61
1995-08-03,29.1,25.4,26.6,25.6,92,15.9,99,7.53,995.1,1.7,35.3,0.78,3011.37
1995-08-04,31.3,25.5,27.9,26.0,87,17.2,89,16.1,998.9,3.5,18.4,1.31,36513.15
1995-08-05,31.1,26.4,28.3,26.4,87,12.2,86,14.81,999.5,3.25,10.5,1.25,31224.37
1995-08-06,31.9,25.9,28.1,26.3,88,8.6,99,14.73,997.7,3.22,12.8,1.36,25251.72
1995-08-07,29.9,26.0,27.5,26.1,90,8.1,100,9.89,995.6,2.21,39.6,0.96,8296.43
